District,Facility classification (large),Facility classification (small),Model,Operating institution,Rapid charging amount,Charger type,Charger ID,latitude,longitude
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.4961114,126.9851798
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.4961114,126.9851798
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.4961114,126.9851798
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.4961114,126.9851798
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5371695,127.0561749
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5371695,127.0561749
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5627009,127.0304065
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5627009,127.0304065
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5369653,127.0490474
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5369653,127.0490474
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5533344,127.0307243
Seongdong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5533344,127.0307243
Yangcheon-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5160039,126.8639358
Yangcheon-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5160039,126.8639358
Jung-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5685228,126.9807525
Jung-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5685228,126.9807525
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5457889,126.9110803
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5457889,126.9110803
Eunpyeong-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.6240118,126.923912
Eunpyeong-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.6240118,126.923912
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5082167,127.0263166
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5082167,127.0263166
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5102432,127.04644
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5102432,127.04644
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5532496,126.9003104
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5532496,126.9003104
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,23,37.5532496,126.9003104
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,24,37.5532496,126.9003104
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,25,37.5532496,126.9003104
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,26,37.5532496,126.9003104
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5270132,127.026458
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.5270132,127.026458
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,3,37.5270132,127.026458
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,4,37.5270132,127.026458
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,5,37.5270132,127.026458
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,6,37.5270132,127.026458
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,7,37.5270132,127.026458
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,8,37.5270132,127.026458
Yeongdeungpo-gu,Commercial Facility,Lodging Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5028235,126.9152263
Songpa-gu,Tourism Facility,Park,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,41,37.52099219999999,127.0991094
Songpa-gu,Tourism Facility,Park,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,42,37.52099219999999,127.0991094
Songpa-gu,Tourism Facility,Park,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,43,37.52099219999999,127.0991094
Songpa-gu,Tourism Facility,Park,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,44,37.52099219999999,127.0991094
Songpa-gu,Tourism Facility,Park,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,45,37.52099219999999,127.0991094
Nowon-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,41,37.6453508,127.0710874
Nowon-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,42,37.6453508,127.0710874
Nowon-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,43,37.6453508,127.0710874
Nowon-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,44,37.6453508,127.0710874
Nowon-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,45,37.6453508,127.0710874
Gangseo-gu,Apartment Complex Facility,Business Office,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,21,37.55362909999999,126.8213981
Gangseo-gu,Apartment Complex Facility,Business Office,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,22,37.55362909999999,126.8213981
Songpa-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,21,37.4934824,127.1115038
Songpa-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,22,37.4934824,127.1115038
Songpa-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,23,37.4934824,127.1115038
Songpa-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,24,37.4934824,127.1115038
Songpa-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,25,37.4934824,127.1115038
Songpa-gu,Commercial Facility,Mart (Shopping Mall),Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,26,37.4934824,127.1115038
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4755995,127.0523238
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4865471,127.0371722
Gangnam-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4889719,127.1053398
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5297257,127.027851
Gangdong-gu,Public Facility,Community Center,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5346935,127.1425984
Gangbuk-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.6227904,127.0366026
Nowon-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.6288652,127.0698812
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.49747500000001,127.0003101
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4854801,126.9924653
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4923731,127.016796
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4458415,127.056831
Seocho-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.47166259999999,127.0423578
Yeongdeungpo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.513317,126.914077
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5025205,126.8969605
Jungnang-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5879419,127.0808674
Jungnang-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5982888,127.0734552
Jungnang-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.595824,127.0792466
Jungnang-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5952996,127.0781069
Gwangjin-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5375194,127.0706501
Gwangjin-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5375194,127.0706501
Dongdaemun-gu,Educational and Cultural Facility,School,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5947781,127.0474636
Dongdaemun-gu,Educational and Cultural Facility,School,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5947781,127.0474636
Seongdong-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5716189,127.0360554
Seongdong-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.5716189,127.0360554
Yangcheon-gu,Commercial Facility,Department Store,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5268539,126.8750349
Yangcheon-gu,Commercial Facility,Department Store,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5268539,126.8750349
Yangcheon-gu,Commercial Facility,Department Store,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5268539,126.8750349
Mapo-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.566242,126.9019425
Mapo-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.566242,126.9019425
Mapo-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,23,37.566242,126.9019425
Mapo-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,24,37.566242,126.9019425
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.51777999999999,126.928334
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.51777999999999,126.928334
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,3,37.51777999999999,126.928334
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,91,37.51777999999999,126.928334
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.51777999999999,126.928334
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.51777999999999,126.928334
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,3,37.51777999999999,126.928334
Yeongdeungpo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,4,37.51777999999999,126.928334
Guro-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.492599,126.8339174
Geumcheon-gu,Community Facility,Welfare Center,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4496132,126.9145056
Gangseo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5530328,126.8484635
Gangseo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5414777,126.8443888
Gangseo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5376823,126.8503452
Dobong-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,0,0
Gangbuk-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.6250903,127.0334035
Gwangjin-gu,Parking Facility,General Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.52938390000001,127.0775297
Eunpyeong-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.6020464,126.9213135
Mapo-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5507439,126.9542594
Seongbuk-gu,Public Facility,Community Center,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.6130426,127.0614713
Gangseo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5579652,126.860108
Gangseo-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.5579652,126.860108
Gangnam-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5092298,127.0670893
Gangnam-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.5092298,127.0670893
Seodaemun-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5635947,126.9675456
Seodaemun-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.5635947,126.9675456
Dongdaemun-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.56402240000001,127.0668375
Dongdaemun-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.56402240000001,127.0668375
Dongjak-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.4922991,126.9152906
Dongjak-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.4922991,126.9152906
Dongjak-gu,Public Facility,Public Institution,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,3,37.4922991,126.9152906
Jongno-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.5750216,126.972062
Jongno-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.5750216,126.972062
Jongno-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,3,37.5750216,126.972062
Gangbuk-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.66369419999999,127.0129813
Gangbuk-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.66369419999999,127.0129813
Gangbuk-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,3,37.66369419999999,127.0129813
Gangbuk-gu,Public Facility,Local Government Facility,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,4,37.66369419999999,127.0129813
Mapo-gu,Community Facility,Library,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,1,37.549596,126.9461373
Mapo-gu,Community Facility,Library,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,2,37.549596,126.9461373
Mapo-gu,Community Facility,Library,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,3,37.549596,126.9461373
Mapo-gu,Community Facility,Library,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,4,37.549596,126.9461373
Dongdaemun-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.57183,127.0512699
Dongdaemun-gu,Public Facility,Government Office,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.57183,127.0512699
Gangseo-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,21,37.5512778,126.8500113
Gangseo-gu,Community Facility,Police Station,Fast,Environmental Ministry,"Rapid (200kW, Simultaneous)",DC Combo,22,37.5512778,126.8500113
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Multi)",DC Demo + AC 3-Phase + DC Combo,1,37.4907795,127.0692769
Gangnam-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Multi)",DC Demo + AC 3-Phase + DC Combo,1,37.4941225,127.0874368
Geumcheon-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Multi)",DC Demo + AC 3-Phase + DC Combo,1,37.4649422,126.8948154
Mapo-gu,Parking Facility,Public Parking Lot,Fast,Environmental Ministry,"Rapid (100kW, Multi)",DC Demo + AC 3-Phase + DC Combo,1,37.5387933,126.9425999
Nowon-gu,Educational and Cultural Facility,School,Fast,Environmental Ministry,"Rapid (100kW, Standalone)",DC Combo,91,37.6339029,127.0731737
Gangnam-gu,Parking Facility,General Parking Lot,Slow,Other Agency,,AC Slow,1,37.5020938,127.0367984
Gangnam-gu,Parking Facility,General Parking Lot,Slow,Other Agency,,AC Slow,2,37.5020938,127.0367984
Jung-gu,Commercial Facility,Gas Station,Fast,Other Agency,,DC Combo,1,37.5647031,126.998033
Jung-gu,Commercial Facility,Gas Station,Fast,Other Agency,,DC Combo,2,37.5647031,126.998033
Jung-gu,Parking Facility,General Parking Lot,Fast,Other Agency,,DC Combo,1,37.5647031,126.998033
