"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"1111";"폐업";"서울특별시 성동구 마장동 796-5 ";"서울특별시 성동구 마조로 66  (마장동)";"거북이 주유소";1995-12-28;NA
"1112";"폐업";"서울특별시 송파구 방이동 183 ";"서울특별시 송파구 위례성대로 126 (방이동)";"월드컵주유소";1995-12-28;"20160623"
"1113";"영업/정상";"서울특별시 마포구 성산동 275-56";"서울특별시 마포구 성산로 144 (성산동)";"(주)블루원에너지 직영 성산대교주유소";1996-01-11;NA
"1114";"폐업";"서울특별시 구로구 구로동 186-3 ";NA;"공단제일주유소";1996-01-16;NA
"1115";"폐업";"서울특별시 서초구 우면동 564-4 ";NA;"SK네트웍스(주)기름나라주유소";1996-01-30;"20100930"
"1116";"영업/정상";"서울특별시 서초구 내곡동 338-1";"서울특별시 서초구 헌릉로 177 (내곡동)";"남선석유(주)헌릉로주유소";1996-01-30;NA
"1117";"휴업";"서울특별시 서초구 내곡동 142-3";"서울특별시 서초구 헌릉로 210 (내곡동)";"지에스칼텍스(주)내곡주유소";1996-01-30;NA
"1118";"영업/정상";"서울특별시 영등포구 양평동5가 37";"서울특별시 영등포구 양평로 141 (양평동5가)";"선유도주유소";1996-02-08;NA
"1119";"폐업";"서울특별시 강남구 논현동 66-34 ";"서울특별시 강남구 도산대로30길 24  (논현동)";"영동석유상사";1996-02-12;NA
"1120";"폐업";"서울특별시 도봉구 창동 746-32 ";"서울특별시 도봉구 도봉로 642-18  (창동)";"창연석유";1996-02-24;"20090817"
"1121";"폐업";"서울특별시 성동구 금호동1가 229-5 ";NA;"삼우주유소";1996-02-27;"19960227"
"1122";"영업/정상";"서울특별시 성동구 용답동 229-5";"서울특별시 성동구 천호대로 392 (용답동)";"삼우 주유소";1996-02-27;NA
"1123";"폐업";"서울특별시 동작구 상도동 137-2 ";NA;"동일석유";1996-02-29;NA
"1124";"영업/정상";"서울특별시 관악구 봉천동 729-4";"서울특별시 관악구 보라매로 26 (봉천동)";"대양석유(주)보라매주유소";1996-03-06;NA
"1125";"영업/정상";"서울특별시 서초구 반포동 56-2";"서울특별시 서초구 서초중앙로 239 (반포동)";"반포그린주유소";1996-03-07;NA
"1126";"폐업";"서울특별시 양천구 신정동 943-15 ";"서울특별시 양천구 중앙로 300 (신정동)";"신정주유소";1996-03-11;NA
"1127";"영업/정상";"서울특별시 중구 신당동 741 ";"서울특별시 중구 왕십리로 403 (신당동)";"세화주유소";1996-03-25;NA
"1128";"폐업";"서울특별시 구로구 구로동 546-4 ";"서울특별시 구로구 공원로7길 12 (구로동)";"대성오일(주)";1996-03-27;"20170613"
"1129";"폐업";"서울특별시 양천구 목동 406-117 ";NA;"태림석유(주)양정주유소";1996-04-12;"20031029"
"1130";"영업/정상";"서울특별시 강북구 수유동 56-101 ";"서울특별시 강북구 삼양로80길 51 (수유동)";"대진석유";1996-04-16;NA
"1131";"폐업";"서울특별시 구로구 고척동 76-18 ";"서울특별시 구로구 중앙로 18 (고척동)";"중앙로주유소";1996-04-16;"20131129"
"1132";"영업/정상";"서울특별시 종로구 평창동 198-1 ";"서울특별시 종로구 평창문화로 90 (평창동)";"구도일주유소 특종";1996-04-25;NA
"1133";"폐업";"서울특별시 은평구 대조동 46-15 ";NA;"예일석유";1996-04-25;"20080616"
"1134";"폐업";"서울특별시 은평구 녹번동 90-4 ";"서울특별시 은평구 은평로21길 40-12  (녹번동)";"그린에너지";1996-04-25;"20100401"
"1135";"영업/정상";"서울특별시 광진구 구의동 203-31";"서울특별시 광진구 구의로16길 21 (구의동)";"SK에너지";1996-04-26;NA
"1136";"영업/정상";"서울특별시 관악구 신림동 1635-113";"서울특별시 관악구 문성로 223-1 (신림동)";"관악석유";1996-05-07;NA
"1137";"영업/정상";"서울특별시 송파구 장지동 645-13";"서울특별시 송파구 송파대로 52 (장지동)";"남성대주유소";1996-06-18;NA
"1138";"폐업";"서울특별시 송파구 장지동 603-3 ";"서울특별시 송파구 송파대로 16 (장지동)";"일웅주유소";1996-06-18;"20130114"
"1139";"폐업";"서울특별시 광진구 자양동 660-12 ";"서울특별시 광진구 자양로7길 29  (자양동)";"쌍용석유";1996-07-02;NA
"1140";"폐업";"서울특별시 은평구 수색동 179-17 ";"서울특별시 은평구 은평터널로 34  (수색동)";"조광석유";1996-07-09;NA
"1141";"영업/정상";"서울특별시 서초구 방배동 2833 ";"서울특별시 서초구 과천대로 838 (방배동)";"(주)대농석유 남태령주유소";1996-07-12;NA
"1142";"영업/정상";"서울특별시 도봉구 방학동 671-2";"서울특별시 도봉구 방학로 151 (방학동)";"에이치디현대오일뱅크(주) 직영 영신주유소";1996-07-13;NA
"1143";"영업/정상";"서울특별시 도봉구 쌍문동 699";"서울특별시 도봉구 도봉로 547 (쌍문동)";"한이에너지 주식회사 쌍문주유소";1996-07-13;NA
"1144";"영업/정상";"서울특별시 송파구 잠실동 241-10 15통6반";"서울특별시 송파구 삼전로13길 29-1 (잠실동)";"(주)부경석유지평";1996-07-15;NA
"1145";"폐업";"서울특별시 송파구 풍납동 338-8 ";"서울특별시 송파구 토성로19길 28  (풍납동)";"동남석유";1996-07-15;"20090803"
"1146";"영업/정상";"서울특별시 금천구 시흥동 860-36 (독산동길 220)";"서울특별시 금천구 독산로 147 (시흥동)";"에이치디현대오일뱅크(주)직영 금천현대셀프주유소";1996-07-25;NA
"1147";"폐업";"서울특별시 성동구 성수동2가 19-1 ";"서울특별시 성동구 동일로 129 (성수동2가)";"SK글로벌(주) 효진 주유소";1996-08-09;"20031002"
"1148";"폐업";"서울특별시 성동구 성수동2가 19-1 ";"서울특별시 성동구 동일로 129 (성수동2가)";"SK글로벌(주) 효진주유소";1996-08-09;"20031002"
"1149";"폐업";"서울특별시 성북구 하월곡동 90-1642 ";NA;"쌍용석유";1996-08-09;"20150227"
"1150";"영업/정상";"서울특별시 구로구 구로동 46-6    ";NA;"SK글로벌(주) 중아주유소";1996-08-12;NA
"1151";"영업/정상";"서울특별시 성북구 보문동1가 9-3 ";"서울특별시 성북구 보문로 142 (보문동1가)";"(주)성북주유소";1996-08-21;NA
"1152";"영업/정상";"서울특별시 성북구 상월곡동 23-11";"서울특별시 성북구 화랑로 174 (상월곡동)";"(주)신용구도일주유소 화랑로";1996-08-27;NA
"1153";"폐업";"서울특별시 구로구 신도림동 416-15 ";"서울특별시 구로구 신도림로11길 4  (신도림동)";"세종석유";1996-08-30;"20100126"
"1154";"폐업";"서울특별시 성북구 삼선동1가 300-19 ";"서울특별시 성북구 삼선교로4길 156 (삼선동1가)";"한솔석유";1996-09-13;"20161006"
"1155";"폐업";"서울특별시 성북구 성북동 100-1 ";"서울특별시 성북구 성북로 106  (성북동)";"성북석유";1996-09-13;"20070704"
"1156";"영업/정상";"서울특별시 성북구 정릉동 428";"서울특별시 성북구 정릉로 218 (정릉동)";"에이치디현대오일뱅크(주)직영 북악셀프주유소";1996-09-19;NA
"1157";"폐업";"서울특별시 서초구 방배동 795-16 ";"서울특별시 서초구 방배로 231 (방배동)";"삼호주유소";1996-09-19;"20140430"
"1158";"폐업";"서울특별시 영등포구 문래동3가 8-7 ";NA;"모드니주유소";1996-10-02;NA
"1159";"영업/정상";"서울특별시 도봉구 방학동 622-25 ";"서울특별시 도봉구 시루봉로 246 (방학동)";"합동석유";1996-10-04;NA
"1160";"폐업";"서울특별시 송파구 마천동 8 ";"서울특별시 송파구 성내천로23길 3  (마천동)";"대한석유";1996-10-09;NA
"1161";"폐업";"서울특별시 성북구 종암동 45-183 ";"서울특별시 성북구 종암로9길 52  (종암동)";"대지석유";1996-10-15;"20080101"
"1162";"폐업";"서울특별시 동작구 노량진동 1028-0028 ";"서울특별시 동작구 동작대로9가길 14 (사당동)";"팔팔석유";1997-01-09;"20111116"
"1163";"영업/정상";"서울특별시 동작구 노량진동 253-19";"서울특별시 동작구 노량진로10길 49 (노량진동)";"드림에너지";1997-01-09;NA
"1164";"폐업";"서울특별시 광진구 중곡동 124-6  ";NA;"중곡석유";1997-01-18;NA
"1165";"취소/말소/만료/정지/중지";"서울특별시 용산구 용산동2가 1-454 ";"서울특별시 용산구 신흥로 143-1  (용산동2가)";"한국에너지";1997-01-23;NA
"1166";"폐업";"서울특별시 은평구 진관내동 390-1 ";NA;"제일석유";1997-01-27;NA
"1167";"폐업";"서울특별시 서초구 반포동 738-39 ";"서울특별시 서초구 사평대로55길 24  (반포동)";"강남한일석유";1997-02-14;"20020708"
"1168";"폐업";"서울특별시 마포구 아현동 638-84 ";NA;"아현석유";1997-03-31;NA
"1169";"폐업";"서울특별시 마포구 아현동 638-84 ";NA;"아현석유";1997-03-31;"20210818"
"1170";"폐업";"서울특별시 광진구 구의동 225-10 ";"서울특별시 광진구 자양로30길 84-1  (구의동)";"구의석유";1997-04-07;NA
"1171";"영업/정상";"서울특별시 강서구 외발산동 423-2 ";"서울특별시 강서구 하늘길 259 (외발산동)";"(주)한진 김포공항주유소";1997-04-17;NA
"1172";"폐업";"서울특별시 강서구 등촌동 678-10";"서울특별시 강서구 강서로 402 (등촌동)";"(주)통일항공시스템";1997-04-26;"2012-02-22"
"1173";"폐업";"서울특별시 강서구 등촌동 678-10 ";"서울특별시 강서구 강서로 402  (등촌동)";"(주)통일항공시스템";1997-04-26;NA
"1174";"취소/말소/만료/정지/중지";"서울특별시 서초구 서초동 1583-9 ";NA;"(주)하나앤컴파니";1997-05-01;NA
"1175";"폐업";"서울특별시 중랑구 면목동 180-1 ";NA;"                      현대정유(주)제3대지주유소";1997-05-19;NA
"1176";"폐업";"서울특별시 마포구 성산동 370 마포구청 ";"서울특별시 마포구 월드컵로 212, 마포구청 (성산동)";"길용";1997-07-11;"20210818"
"1177";"폐업";"서울특별시 강동구 길동 255-2 ";"서울특별시 강동구 천호대로 1221 (길동)";"주유소(오기재)";1997-07-12;NA
"1178";"폐업";"서울특별시 강동구 길동 255-2 ";"서울특별시 강동구 천호대로 1221 (길동)";"SK 네트웍스(주) 길동주유소";1997-07-12;"20190211"
"1179";"폐업";"서울특별시 송파구 문정동 327-3 ";NA;"바원프리웨이주유소";1997-07-14;"20101214"
"1180";"폐업";"서울특별시 영등포구 여의도동 48-1 ";"서울특별시 영등포구 의사당대로 154 (여의도동)";"현대오일뱅크(주)직영 여의도현대주유소";1997-07-15;"20220114"
"1181";"폐업";"서울특별시 광진구 구의동 223-2 ";"서울특별시 광진구 구의로6길 8  (구의동)";"에스오일에너지";1997-07-21;NA
"1182";"폐업";"서울특별시 은평구 응암동 163-3 ";NA;"가야에너지";1997-07-25;"20110429"
"1183";"영업/정상";"서울특별시 성북구 장위동 233-592";"서울특별시 성북구 장위로 78-1 (장위동)";"경동석유";1997-08-11;NA
"1184";"폐업";"서울특별시 광진구 화양동 115-7 ";"서울특별시 광진구 능동로19길 42 (화양동)";"육일석유";1997-09-04;"20200803"
"1185";"영업/정상";"서울특별시 강남구 수서동 522-1";"서울특별시 강남구 광평로 202 (수서동)";"(주)중앙에너비스 수서지점";1997-09-24;NA
"1186";"영업/정상";"서울특별시 강남구 율현동 240";"서울특별시 강남구 밤고개로 215 (율현동)";"방죽주유소";1997-09-24;NA
"1187";"영업/정상";"서울특별시 강남구 자곡동 210";"서울특별시 강남구 밤고개로 120 (자곡동)";"자곡셀프주유소";1997-09-24;NA
"1188";"영업/정상";"서울특별시 양천구 목동 122-2";"서울특별시 양천구 안양천로 1179 (목동)";"에이치디현대오일뱅크(주)직영 양천현대셀프주유소";1997-09-27;NA
"1189";"폐업";"서울특별시 동대문구 용두동 39-110";"서울특별시 동대문구 천호대로31길 23 (용두동)";"삼화석유";1997-09-29;"2023-03-31"
"1190";"폐업";"서울특별시 강북구 수유동 100-39 ";NA;"우이석유";1997-10-06;NA
"1191";"영업/정상";"서울특별시 은평구 신사동 35-11";"서울특별시 은평구 증산로 423 (신사동)";"지에스칼텍스(주)신사제일주유소";1997-10-22;NA
"1192";"폐업";"서울특별시 용산구 한강로3가 63-103 ";NA;"한강석유";1997-11-05;"20081029"
"1193";"영업/정상";"서울특별시 중구 신당동 233-27";"서울특별시 중구 다산로39길 71-5 (신당동)";"엘지석유";1997-11-13;NA
"1194";"폐업";"서울특별시 영등포구 영등포동1가 105-1 ";NA;"대한석유";1997-11-22;"20141217"
"1195";"폐업";"서울특별시 동작구 사당동 150-14 ";"서울특별시 동작구 사당로27길 19 (사당동)";"(주)세경에너지";1997-12-08;NA
"1196";"영업/정상";"서울특별시 도봉구 도봉동 602-3";"서울특별시 도봉구 도봉로169나길 100 (도봉동)";"에스케이대한에너지 주식회사";1997-12-19;NA
"1197";"영업/정상";"서울특별시 성북구 석관동 118-8";"서울특별시 성북구 한천로76나길 18-12 (석관동)";"현대석유";1997-12-24;NA
"1198";"영업/정상";"서울특별시 은평구 역촌동 63-21 ";"서울특별시 은평구 연서로 41-1 (역촌동)";"대명석유";1998-01-15;NA
"1199";"폐업";"서울특별시 동작구 대방동 4 ";"서울특별시 동작구 등용로 46  (대방동)";"대명상사";1998-01-28;NA
"1200";"영업/정상";"서울특별시 영등포구 신길동 100-10 ";"서울특별시 영등포구 도신로 248 (신길동)";"매봉주유소";1998-02-25;NA
"1201";"폐업";"서울특별시 마포구 하중동 19-2 ";NA;"한강석유";1998-06-11;"20210818"
"1202";"폐업";"서울특별시 마포구 하중동 19-2 ";NA;"우성에너지";1998-06-11;"20210818"
"1203";"폐업";"서울특별시 성북구 정릉동 110-39 ";"서울특별시 성북구 정릉로36길 88  (정릉동)";"동원석유";1998-07-25;"20060309"
"1204";"폐업";"서울특별시 금천구 독산동 1043-51 (독산동길 188) ";"서울특별시 금천구 독산로 179 (독산동)";"독산주유소";1998-08-12;"20160321"
"1205";"폐업";"서울특별시 성북구 동소문동5가 38 32통6반 ";"서울특별시 성북구 보문로40길 19  (동소문동5가)";"제일석유";1998-08-13;"20081107"
"1206";"폐업";"서울특별시 동작구 상도동 358-15 ";"서울특별시 동작구 상도로15길 76 (상도동)";"남영석유";1998-08-22;NA
"1207";"폐업";"서울특별시 서초구 양재동 17-39 ";"서울특별시 서초구 바우뫼로39길 49  (양재동)";"(주)성원에너지";1998-08-31;NA
"1208";"폐업";"서울특별시 성동구 응봉동 1-1 ";NA;"유림석유";1998-11-09;"20081010"
"1209";"폐업";"서울특별시 동작구 상도동 159-101 ";"서울특별시 동작구 양녕로 245  (상도동)";"동작석유";1998-11-19;NA
"1210";"폐업";"서울특별시 구로구 오류동 134-1 동선오피스텔 514호";"서울특별시 구로구 오류로 86,  514호 (오류동,동선오피스텔)";"(주)호성켐테크";1998-11-23;"20121214"
"1211";"폐업";"서울특별시 영등포구 신길동 2136 ";NA;"금성석유";1998-12-16;"20120726"
"1212";"영업/정상";"서울특별시 강서구 염창동 20-37";"서울특별시 강서구 양천로63길 68 (염창동)";"현대석유";1998-12-30;NA
"1213";"폐업";"서울특별시 강동구 성내동 549 ";"서울특별시 강동구 성내로 44 (성내동)";"태양주유소";1999-02-15;"20020321"
