"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"127";" Open / Normal ";" Seoul Seongbuk-gu GS Sechang Gas Station, 21-73 Gireum-dong ";" Seoul Seongbuk-gu 323 Dongsomun-ro , GS Sechang Gas Station ( Gileum-dong )";" GS Caltex Co. , Ltd. Sechang Gas Station ";1976-05-10;NA
"128";" Closed ";" Seoul Metropolitan City Songpa-gu Jangji-dong 246-3 ";NA;" GS Caltex Co. , Ltd. Jangji Gas Station ";1976-05-10;NA
"129";" Open / Normal ";" Seoul Metropolitan City Gangdong-gu Sangil-dong 443-8";" Seoul Gangdong-gu 1456 Cheonho-daero ( Sangil- dong )";" GS Caltex Co. , Ltd. Dong Seoul Gas Station ";1976-05-10;NA
"130";" Open / Normal ";" Seoul Eunpyeong-gu 19-38 Nokbeon-dong Daesung Gas Station ";" Seoul Eunpyeong-gu 642 Tongil-ro , Daeseong Gas Station ( Nokbeon-dong )";" Daeseong Gas Station ";1976-05-11;NA
"131";" Open / Normal ";" Seoul Metropolitan City Jung-gu Pildong 2 Ga 3-1";" Seoul Jung-gu 196 Toegye-ro ( Pil-dong 2- ga )";" Pil-dong gas station ";1976-05-11;NA
"132";" Open / Normal ";" Seoul Gangseo-gu Banghwa-dong 609-59";" Seoul Gangseo-gu 58-2 Banghwadong-ro ( Banghwa-dong )";" Tiger Oil Co. , Ltd. Fire gas station ";1976-05-11;NA
"133";" Open / Normal ";" Seoul Seocho-gu Seocho-dong 1303-1 ";" Seoul Seocho-gu 364 Sapyeong-daero ( Seocho-dong )";" Energy Plus Herb Three Bangs ";1976-05-11;NA
"134";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Daerim-dong 994-1 ";NA;" Anguk Energy Co. , Ltd. Dongshin gas station ";1976-05-12;"20140313"
"135";" Closed ";" Seoul Metropolitan City Jongno-gu # 101 , Building 4, Geumgang Parkville, 170 Pyeongchang- dong ";" Seoul Jongno-gu # 101 , Building 4, 8-22, Pyeongchang 12-gil ( Pyeongchang - dong , Geumgang Parkville ) " ;" Seongwon E&S Co. , Ltd. Yeongdeungpo Branch ";1976-05-12; NA
"136";" Closed ";" Seoul Metropolitan City Gwanak-gu Sillim-dong 1569-8 ";" Seoul Gwanak-gu 1478 Nambusunhwan-ro ( Sillim-dong )";" Gwanak Gas Station ";1976-05-13;"20151113"
"137";" Closed ";" Seoul Metropolitan City Yongsan-gu 65-155 Hangang-ro 3- ga ";" Seoul Yongsan-gu 48 Hangang-daero ( Hangang-ro 3- ga )";" Yongsan New Town Gas Station ";1976-05-17;NA
"138";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 117-54 Eungam-dong ";" Seoul Eunpyeong-gu 279 Eungam-ro ( Eungam-dong )";" Eungam gas station ";1976-05-17;"20150731"
"139";" Closed ";" Seoul Metropolitan City Geumcheon-gu 142-13 Gasan-dong ( 1274 Nambusunhwan-ro ) ";" Seoul Geumcheon-gu 1272 Nambusunhwan-ro ( Gasan-dong )";" Seongbu Gas Station ";1976-05-17;"20180822"
"140";" Closed ";" Seoul Metropolitan City Gangnam-gu Cheongdam-dong 131-5 ";NA;" Daeho Gas Station ";1976-05-17;NA
"141";" Open / Normal ";" Seoul Yongsan-gu 302-79 Ichon-dong ";" Seoul Yongsan-gu 166 Ichon-ro ( Ichon-dong )";" Korea Oil Industry Co. , Ltd. Hanseok Gas Station ";1976-05-17;NA
"142";" Open / Normal ";" Seoul Jung-gu 126-2, Bongrae-dong 1- ga ";" Seoul Jung-gu 30 Tongil-ro ( Bongrae-dong 1- ga )";" Seonam Gas Station ";1976-05-18;NA
"143";" Open / Normal ";" Seoul Guro-gu Gaebong-dong 359-1 SK Daewon Gas Station ";" Seoul Guro-gu By opening 7, SK Daewon Gas Station ( Gaebong-dong )";" New Seoul Petrochemical Co. , Ltd. Daewon ";1976-05-18;NA
"144";" Open / Normal ";" Seoul Metropolitan City Yeongdeungpo-gu Singil-dong 3632-2 ";" Seoul Yeongdeungpo-gu 74 Singil-ro ( Singil-dong )";" GS Caltex Co. , Ltd. Singil Gas Station ";1976-05-18;NA
"145";" Closed ";" Seoul Metropolitan City Gwangjin-gu Guui-dong 203-9";" Seoul Gwangjin-gu 570 Gwangnaru-ro ( Guui-dong )";" Daesung Industrial Co. , Ltd. Guui Gas Station ";1976-05-18;NA
"146";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1 -ga 656-216 ";" Seoul Seongdong-gu 146 Gwangnaru-ro ( Seongsu-dong 1- ga )";" Daeyang Industrial Co. , Ltd. Dongbu gas station ";1976-05-19;NA
"147";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1 -ga 656-289 ";" Seoul Seongdong-gu 130 Wangsimni-ro ( Seongsu-dong 1- ga )";" Samo Energy Co. , Ltd .";1976-05-19;NA
"148";" Open / Normal ";" Seoul Gwangjin-gu Hwayang-dong 302-13";" Seoul Gwangjin-gu 460 Gwangnaru- ro ( Hwayang-dong )";"( Changwon CW Co., Ltd . )";1976-05-19;NA
"149";" Open / Normal ";" Seoul Seongbuk-gu Jongam-dong 3-545 ";" Seoul Seongbuk-gu 145 Jongam-ro ( Jongam-dong )";" GS Caltex Co., Ltd. Jongam Gas Station ";1976-05-19;NA
"150";" Open / Normal ";" Seoul Guro-gu Guro-dong 602-6 ";" Seoul Guro-gu 558 Gyeongin-ro ( Guro-dong )";" Guin Gas Station ";1976-05-19;NA
"151";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 779-7";" Seoul Gwangjin-gu 103 Jayang-ro ( Jayang-dong )";" GS Caltex Co. , Ltd. Guui Star Gas Station ";1976-05-19;NA
"152";" Closed ";" Seoul Metropolitan City Yongsan-gu Hannam-dong 224";" Seoul Yongsan-gu 45 Hannam-daero ( Hannam-dong , (43))";" Hannamje 3 Han River Gas Station Co., Ltd. ";1976-05-19;"20221001"
"153";" Open / Normal ";" Seoul Metropolitan City Jung-gu Jangchung-dong 1 -ga 31-1 ";" Seoul Jung-gu 202 Jangchungdan-ro ( Jangchung-dong 1- ga )";" Seoul Petroleum Co. , Ltd. Jangchung Gas Station ";1976-05-21;NA
"154";" Open / Normal ";" Seoul Eunpyeong-gu Galhyeon-dong 1-6";" Seoul Eunpyeong-gu 945 Tongil-ro ( Galhyeon-dong )";" Seoul Petroleum Co. , Ltd. Parkseokgogae Gas Station ";1976-05-21;NA
"155";" Open / Normal ";" Seoul Seongdong-gu Seongsu-dong 1 -ga 13-11 ";" Seoul Seongdong-gu 184 Gwangnaru-ro ( Seongsu-dong 1- ga )";" Sewon Gas Station ";1976-05-21;NA
"156";" Closed ";" Seoul Metropolitan City Seongdong-gu Majang-dong 522-6 ";" Seoul Seongdong-gu 348 Gosanja- ro ( Majang-dong )";"SK Networks Co. , Ltd. Gyeongjin Gas Station ";1976-05-21;NA
"157";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 236-147 ";" Seoul Gwangjin-gu 50 Dongil-ro ( Jayang-dong )";" Seongil Gas Station ";1976-05-21;"20191008"
"158";" Closed ";" Seoul Metropolitan City Gwanak-gu Sillim-dong 1428-1 ";" Seoul Gwanak-gu 386 Sillim-ro ( Sillim-dong )";" Sillim Gas Station ";1976-05-21;"20130816"
"159";" Open / Normal ";" Seoul Gwangjin-gu Junggok-dong 235-2";" Seoul Gwangjin-gu 398 Dongil -ro ( Junggok-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Jungwon Gas Station ";1976-05-24;NA
"160";" Open / Normal ";" Seoul Dobong-gu 705-15 Banghak-dong ";" Seoul Dobong-gu 706 Dobong-ro ( Banghak-dong )";" Gudoil gas station Dobong ";1976-05-24;NA
"161";" Open / Normal ";" Seoul Metropolitan City Gwanak-gu Bongcheon-dong 1659-1";" Seoul Gwanak-gu 1920 Nambusunhwan-ro ( Bongcheon-dong )";" Seoil Petroleum Co. , Ltd. Rakseong Gas Station ";1976-05-24;NA
"162";" Closed ";" Seoul Metropolitan City Seongdong-gu Yongdap-dong 236-1 ";" Seoul Seongdong-gu 446 Cheonho-daero ( Yongdap- dong )";" Gunja-dong gas station ";1976-05-24;NA
"163";" Open / Normal ";" Seoul Metropolitan City Yongsan-gu Serving drum 37";" Seoul Yongsan-gu 24 Noksapyeong-daero 11- gil ( Seobinggo-dong )";" Namkyung Gas Station Co., Ltd .";1976-05-24;NA
"164";" Open / Normal ";" Seoul Yongsan-gu Hannam-dong 704-14";" Seoul Yongsan-gu 4 Hannam-daero 21- gil ( Hannam-dong )";" Joongang Energy Co. , Ltd. Hannam Branch ";1976-05-24;NA
"165";" Open / Normal ";" Seoul Dongdaemun-gu 275-6 Hwigyeong-dong ";" Seoul Dongdaemun-gu 90 Mangu-ro ( Hwigyeong-dong )";" Anguk Energy Co. , Ltd. Samwon Gas Station ";1976-05-24;NA
"166";" Open / Normal ";" Seoul Dongdaemun-gu Cheongnyangni-dong 205-86";" Seoul Dongdaemun-gu 87 Hongneung-ro ( Cheongnyangni-dong )";"( Co .) Hongneung Gas Station ";1976-05-24;NA
"167";" Closed ";" Seoul Metropolitan City Dongdaemun-gu Lee Mun-dong 341-32 ";NA;" Dongjin Trading Company Dongbu Gas Station ";1976-05-24;"20000101"
"168";" Closed ";" Seoul Metropolitan City Mapo-gu Hapjeong-dong 382-20 ";" Seoul Mapo-gu 13 Yanghwa- ro ( Hapjeong-dong )";"SK Networks Co. , Ltd. Hapjeong Gas Station ";1976-05-24;"20190902"
"169";" Closed ";" Seoul Metropolitan City Gangseo-gu Yeomchang-dong 274-18 ";" Seoul Gangseo-gu 533 Gonghang-daero ( Yeomchang-dong )";" Jinil Gas Station ";1976-05-24;"20181105"
"170";" Open / Normal ";" Seoul Yeongdeungpo-gu Singil-dong 1155 ";" Seoul Yeongdeungpo-gu 227 Yeouidaebang-ro ( Singil-dong )";" C&S Distribution Co. , Ltd. Hanseong Gas Station ";1976-05-24;NA
"171";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 8 -ga 86 ";" Seoul Yeongdeungpo-gu 169 Yeongjung-ro ( Yeongdeungpo-dong 8 -ga )";"SK Global Co., Ltd. Dangsan Gas Station ";1976-05-24;"20120731"
"172";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 623-5, Singil-dong ";" Seoul Yeongdeungpo-gu 153 Yeouidaebang-ro ( Singil-dong )";" Daebang Gas Station ";1976-05-24;"20160701"
"173";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Daerim-dong 989-1 ";" Seoul Yeongdeungpo-gu 641 Siheung-daero ( Daerim-dong )";" Sindorim Gas Station ";1976-05-24;"20070731"
"174";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Mullae-dong 1 -ga 76-3 ";NA;" LG Calex Oil Co. , Ltd. Hanil Gas Station ";1976-05-24;NA
"175";" Closed ";" Seoul Metropolitan City Gangdong-gu Cheonho-dong 442-34 ";" Seoul Gangdong-gu 667 Olympic- ro ( Cheonho-dong )";"SK ( Co. ) Cheonho-dong gas station ";1976-05-24;"20010915"
"176";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 317-3 ";" Seoul Gangbuk-gu 155 Dobong-ro ( Mia-dong )";" A & E Co. , Ltd. Cheongdam gas station ";1976-05-25;"20170531"
"177";" Open / Normal ";" Seoul Yongsan-gu 707-14 Hannam-dong ";" Seoul Yongsan-gu 82 Hannam-daero ( Hannam-dong )";" Joongang Energy Co. , Ltd. Enervis ";1976-05-26;NA
"178";" Closed ";" Seoul Metropolitan City Yongsan-gu 126-3 Itaewon-dong ";" Seoul Yongsan-gu 200 Itaewon-ro ( Itaewon-dong )";" Daesung Industrial Co. , Ltd. Itaewon Gas Station ";1976-05-26;"20130331"
"179";" Open / Normal ";" Seoul Yongsan-gu Wonhyo-ro 2- ga 70-2";" Seoul Yongsan-gu 178 Wonhyo-ro ( Wonhyo-ro 2- ga )";" Youngwon Energy Co. , Ltd. Punggi Gas Station ( Representative : Park Jong-young )";1976-05-26;NA
"180";" Closed ";" Seoul Metropolitan City Jung-gu Hwanghak-dong 938 ";" Seoul Jung-gu 169 Nangye-ro ( Hwanghak-dong )";" Directly managed by Seoul Petrochemical Co. , Ltd. Inchang Gas Station ";1976-05-26;"20120308"
"181";" Open / Normal ";" Seoul Metropolitan City Dongjak-gu Heukseok-dong 9-46";" Seoul Dongjak-gu 101 Hyeonchung-ro ( Heukseok-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Heukseok-dong Self gas station ";1976-05-26;NA
"182";" Closed ";" Seoul Metropolitan City Seongbuk-gu Bomun-dong 5 -ga 146-1";" Seoul Seongbuk-gu 89 Bomun-ro ( Bomun-dong 5- ga )";" Directly managed by Hyundai Oilbank Co. , Ltd. Gwangdeok Self Gas Station ";1976-05-26;"20220602"
"183";" Open / Normal ";" Seoul Dongdaemun-gu Hwigyeong-dong 34-10";" Seoul Dongdaemun-gu 126 Mangu- ro ( Hwigyeong-dong )";" Blue Energy Co., Ltd . ";1976-05-26;NA
"184";" Open / Normal ";" Seoul Dongdaemun-gu Yongdu-dong 40-9";" Seoul Dongdaemun-gu Gosanja-ro 405 ( Yongdu-dong )";" Daesung Industrial Co. , Ltd. Dongmajang Gas Station ";1976-05-26;NA
"185";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Jeungsan-dong 222-3 ";" Seoul Eunpyeong-gu 198 Susaek-ro ( Jeungsan-dong )";" Sampyo Search ";1976-05-26;"20180108"
"186";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Jeungsan-dong 222-3 ";" Seoul Eunpyeong-gu 198 Susaek-ro ( Jeungsan-dong )";" Sampyo Search ";1976-05-26;"20180108"
"187";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Jeungsan-dong 222-3 ";" Seoul Eunpyeong-gu 198 Susaek-ro ( Jeungsan-dong )";" Sampyo Search ";1976-05-26;"20180108"
"188";" Closed ";" Seoul Metropolitan City Mapo-gu 160-5 Donggyo-dong ";NA;"SK Global Co. , Ltd. Cheonggiwa Gas Station ";1976-05-26;NA
"189";" Closed ";" Gyeonggi-do Suwon city Gwonseon-gu Pyeongdong 4 ";NA;"SK Networks Co. , Ltd. Cheonggiwa Gas Station ";1976-05-26;"20100721"
"190";" Closed ";" Seoul Metropolitan City Mapo-gu 179-4 Donggyo-dong ";" Seoul Mapo-gu 28 Sinchon-ro ( Donggyo-dong )";" Directly managed by GS Caltex Co. , Ltd. Donga Branch ";1976-05-26;"20121030"
"191";" Closed ";" Seoul Metropolitan City Geumcheon-gu 993 Siheung-dong ( 466 Siheung-daero ) ";" Seoul Geumcheon-gu 221 Siheung-daero ( Siheung-dong )";" Directly managed by KH Energy Co. , Ltd. Siheung-daero Gas Station ";1976-05-26;"20210510"
"192";" Closed ";" Seoul Metropolitan City Dongjak-gu Sangdo-dong 353-2 ";" Seoul Dongjak-gu 120 Sangdo-ro ( Sangdo-dong )";" Hwashin Gas Station ";1976-05-26;NA
"193";" Open / Normal ";" Seoul Dongdaemun-gu Cheongnyangni-dong 18-46";" Seoul Dongdaemun-gu 289 Wangsan-ro ( Cheongnyangni-dong )";" Daesung Industrial Co. , Ltd. Cheongnyangni Gas Station ";1976-05-26;NA
"194";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Nokbeon-dong 59-1";" Seoul Eunpyeong-gu 600 Tongil-ro ( Nokbeon-dong )";" GS Caltex Co. , Ltd. Nokbeon Gas Station ";1976-05-27;"2023-09-12"
"195";" Open / Normal ";" Seoul Jung-gu Pildong 2 ga 51-1";" Seoul Jung-gu 228 Toegye-ro ( Pil-dong 2- ga )";"SK Energy Direct management Toegye-ro Gas Station ";1976-05-27;NA
"196";" Closed ";" Seoul Metropolitan City Jung-gu Euljiro 6 -ga 32 ";" Seoul Jung-gu Euljiro 246 ( Euljiro 6- ga )";" SK Global Co., Ltd. Euljiro Gas Station ";1976-05-27;"20020125 "
"197";" Open / Normal ";" Seoul Gangseo-gu Hwagok-dong 1125";" Seoul Gangseo-gu 432 Gonghang-daero ( Hwagok-dong )";" Highway Gas Station ";1976-05-27;NA
"198";" Closed ";" Seoul Metropolitan City Gwangjin-gu 57-62 Guui-dong ";" Seoul Gwangjin-gu 685 Cheonho -daero ( Guui-dong )";" Samil Gas Station ";1976-05-27;"20130523"
"199";" Open / Normal ";" Seoul Seongbuk-gu Jongam-dong 10-15 ";" Seoul Seongbuk-gu 58 Jongam-ro ( Jongam-dong )";" Joongang Energy Co. , Ltd. Jongam branch ";1976-05-27;NA
"200";" Cancel / Expunge / Expire / Suspension / Stop ";" Seoul Metropolitan Government Eunpyeong-gu Nokbeon-dong 59-1 ";" Seoul Eunpyeong-gu 600 Tongil-ro ( Nokbeon-dong )";" GS Caltex Co. , Ltd. direct branch ";1976-05-27;NA
"201";" Closed ";" Seoul Metropolitan City Jung-gu Ojang-dong 206-2 ";" Seoul Jung-gu 335 Dongho- ro ( Ojang-dong )";"SK Networks Co. , Ltd. Sudo Gas Station ";1976-05-28;"20120904"
"202";" Closed ";" Seoul Metropolitan City Yongsan-gu Wonhyo-ro 1- ga 40-13 ";NA;" Wonil Gas Station ";1976-05-28;"20070611"
"203";" Closed ";" Seoul Metropolitan City Seongbuk-gu Dongseon-dong 1- ga 1-19 ";NA;" Chronic Energy Co. , Ltd. Donam -dong Gas Station ";1976-05-28;NA
"204";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 81-173 Eungam-dong ";" Seoul Eunpyeong-gu 194 Eunpyeong-ro ( Eungam-dong )";" Eunpyeong Gas Station ";1976-05-28;"20160707"
"205";" Open / Normal ";" Seoul Guro-gu Sindorim-dong 361 ";" Seoul Guro-gu 650 Gyeongin-ro ( Sindorim-dong )";" Daesung Industrial Co. , Ltd. D Cube Gas Station ";1976-05-28;NA
"206";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 22-5, Singil-dong ";NA;"SK Global Co. , Ltd. Ikseokro Gas Station ";1976-05-28;"20170615"
"207";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yangpyeong-dong 3 -ga 80-2 ";" Seoul Yeongdeungpo-gu 195 Seonyu-ro ( Yangpyeong-dong 3- ga )";"SK Global Co., Ltd. Yangpyeong Gas Station ";1976-05-28;"20160415"
"208";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Singil-dong 50-8 ";NA;" Miryung Trading Co. , Ltd. Singil-dong gas station ";1976-05-28;NA
"209";" Closed ";" Seoul Metropolitan City Dongjak-gu Sangdo-dong 33-1 ";" Seoul Dongjak-gu Sangdo-ro 254 ( Sangdo-dong )";" Sangdo-dong gas station ";1976-05-28;"20081031"
"210";" Open / Normal ";" Seoul Seocho-gu 19-2 Banpo-dong ";" Seoul Seocho-gu 284 Banpo-daero ( Banpo-dong )";" Daesung Industrial Co. , Ltd. Gangnam Gas Station ";1976-05-28;NA
"211";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 426-57 ";NA;"SK Global Co. , Ltd. Nambujuso ";1976-05-29;"20170615"
"212";" Closed ";" Seoul Metropolitan City Jongno-gu Waryong-dong 12-2 ";" Seoul Jongno-gu 102 Yulgok-ro ( Waryong-dong )";" Hyundai Oilbank Co. , Ltd. Donhwamun Gas Station ";1976-05-31;"20111231"
"213";" Closed ";" Seoul Metropolitan City Gwangjin-gu Guui-dong 201-8 ";" Seoul Gwangjin-gu 604 Gwangnaru-ro ( Guui-dong )";" Donga Gas Station ";1976-05-31;"20110905"
"214";" Open / Normal ";" Seoul Metropolitan City Dongdaemun-gu Jegi-dong 136-237";" Seoul Dongdaemun-gu 168 Anam-ro ( Jegi-dong )";" Poonghan Gas Station ";1976-05-31;NA
"215";" Open / Normal ";" Seoul Mapo-gu Hapjeong-dong 383-4 ";" Seoul Mapo-gu 33 Yanghwa-ro ( Hapjeong-dong )";" SK Energy Corporation Anguk Gas Station ";1976-05-31;NA
"216";" Open / Normal ";" Seoul Seongdong-gu Geumho-dong 4 -ga 187-2";" Seoul Seongdong-gu 39 Geumho-ro ( Geumho-dong 4 -ga )";" Geumho Gas Station ";1976-05-31;NA
"217";" Closed ";" Seoul Metropolitan City Seongdong-gu Yongdap-dong 2-3 ";" Seoul Seongdong-gu 320 Cheonho-daero ( Yongdap-dong )";"SK Global Co. , Ltd. Jangan gas station ";1976-06-01;NA
"218";" Closed ";" Seoul Metropolitan City Jongno-gu Jongno 6 -ga 148 ";" Seoul Jongno-gu 18 Jongno 41- gil ";" Furbo Petroleum ";1976-06-23;"20151120"
"219";" Closed ";" Seoul Metropolitan City Jongno-gu Sogyeok-dong 109 ";" Seoul Jongno-gu 17 Bukchon-ro 5 Ga-gil ( Sogyeok-dong )";" Jeil Petrochemical ";1976-06-23;NA
"220";" Closed ";" Seoul Metropolitan City Jongno-gu Myeongryun 3 Ga 1-26 ";" Seoul Jongno-gu Myeongryun 3- gil 4 ( Myeongryun 3 -ga )";" Myeongsam Petroleum ";1976-06-23;NA
"221";" Closed ";" Seoul Metropolitan City Jongno-gu Yeonji-dong 157-3 ";" Seoul Jongno-gu 11 Kimsangok-ro ( Yeonji-dong )";" Wonil Petroleum ";1976-06-23;NA
"222";" Closed ";" Seoul Metropolitan City Jongno-gu Cheongjin-dong 283-1 ";NA;" Shinsinsa ";1976-06-24;NA
"223";" Closed ";" Seoul Metropolitan City Jongno-gu 186-3 Ihwa-dong ";" Seoul Jongno-gu Ihwajang-gil 14 ( Ihwa-dong )";" Ewha Petrochemical ";1976-06-24;"20080502"
"224";" Open / Normal ";" Seoul Jongno-gu Myeongryun 2 _ 71-2 ";NA;" Daesung Petroleum ";1976-06-25;NA
"225";" Closed ";" Seoul Metropolitan City Seongbuk-gu Jangwi-dong 223-2 ";" Seoul Seongbuk-gu 41 Jangwol-ro 23- gil ( Jangwi-dong )";" Gulf Oil ";1976-06-25;"20080101"
"226";" Open / Normal ";" Seoul Jongno-gu Dongsung-dong 130-65";" Seoul Jongno-gu 52 Dongsung-gil ( Dongsung-dong )";" Dawon Corporation Co., Ltd. ";1976-06-25;NA
"227";" Closed ";" Seoul Metropolitan City Jungnang-gu Mukdong 175-1 ";" Seoul Jungnang-gu 922 Dongil-ro ( Muk-dong )";" Taeneung gas station Daishin Oil Co. , Ltd .";1976-06-26;"20071031"
"228";" Closed ";" Seoul Metropolitan City Yongsan-gu Cheongpa-dong 1 -ga 180 ";" Seoul Yongsan-gu 311 Cheongpa-ro ( Cheongpa-dong 1- ga )";"SK Networks Co. , Ltd. Cheongpa Gas Station ";1976-06-30;NA
"229";" Closed ";" Seoul Metropolitan City Seodaemun-gu 1-609 Bukahyeon-dong ";" Seoul Seodaemun-gu 96-1 Bukahyeon-ro ( Bukahyeon-dong )";" Shinsung Petroleum ";1976-07-20;NA
"230";" Open / Normal ";" Seoul Seocho-gu 19-6 Banpo-dong ";" Seoul Seocho-gu 222 Sinbanpo-ro ( Banpo-dong )";" Daesung Industrial Co. , Ltd. Terminal Gas Station ";1976-08-26;NA
"231";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 10-1 Yeouido-dong ";NA;"LG Kalex Oil Co. , Ltd. Yeouido Gas Station ";1976-09-02;"20170615"
"232";" Closed ";" Seoul Metropolitan City Seongbuk-gu Jeongneung-dong 10-29 ";NA;" Seongbuk Energy Co., Ltd. ";1976-09-22;"20080101"
"233";" Closed ";" Seoul Metropolitan City Seocho-gu Bangbae-dong 832-36 ";" Seoul Seocho-gu 54-4, Bangbae-ro 27- gil ( Bangbae-dong )";" Bangbae Petroleum ";1976-10-13;NA
"234";" Closed ";" Seoul Metropolitan City Seongbuk-gu Anam-dong 5- ga 86-130 ";" Seoul Seongbuk-gu 14 Inchon-ro 28- gil ( Anam-dong 5- ga )";" Daesung Oil ";1977-06-28;NA
"235";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 45 Dangsan-dong 2- ga ";" Seoul Yeongdeungpo-gu 115 Yeongdeungpo-ro ( Dangsan-dong 2- ga )";" Daeji Gas Station ";1977-07-04;"20190110"
"236";" Open / Normal ";" Seoul Yangcheon-gu Sinwol-dong 206-1 ";" Seoul Yangcheon-gu 442 Nambusunhwan-ro ( Sinwol-dong )";" Dongil Oil Co. , Ltd. Gaenari Gas Station ";1977-09-10;NA
"237";" Open / Normal ";" Seoul Yangcheon-gu Sinwol-dong 206-1 ";" Seoul Yangcheon-gu 442 Nambusunhwan-ro ( Sinwol-dong )";" Dongil Oil Co. , Ltd. Gaenari Gas Station ";1977-09-10;NA
"238";" Closed ";" Seoul Metropolitan City Seodaemun-gu 180-8 Bukahyeon-dong ";" Seoul Seodaemun-gu 71 Bukahyeon-ro ( Bukahyeon-dong )";" Neungan Petroleum ";1977-12-10;"20141108"
"239";" Open / Normal ";" Seoul Gangnam-gu Samseong-dong 97-1";" Seoul Gangnam-gu 51 Bongeunsa- ro 113- gil ( Samseong-dong )";" Daesung Petroleum Co. , Ltd. Dongho Gas Station ";1978-01-28;NA
"240";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 1- ga 92-2 ";" Seoul Yeongdeungpo-gu Gyeongin-ro 114 -gil 2 ( Yeongdeungpo-dong 1- ga )";" Sunik Development Co. , Ltd. Yeongdeungpo Gas Station ";1978-03-22;"20190306"
"241";" Open / Normal ";" Seoul Eunpyeong-gu 154-5, Susaek-dong ";" Seoul Eunpyeong-gu 236 Susaek-ro ( Susaek-dong )";" Susaek Family Gas Station ";1978-05-28;NA
"242";" Closed ";" Seoul Metropolitan City Seocho-gu Bangbae-dong 464-31 ";" Seoul Seocho-gu 41 Cheongdu Got-gil ( Bangbae-dong )";" Daea Petroleum Co., Ltd. " ;1978-11-09;NA
"243";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 121-19, Susaek-dong ";" Seoul Eunpyeong-gu 15-36 , Susaek-ro 16- gil ( Susaek-dong )";" Heungshin Energy ";1978-11-30;"20180515"
"244";" Open / Normal ";" Seoul Seongbuk-gu Seokgwan-dong 278-32 ";" Seoul Seongbuk-gu 27-14 Dolgoji-ro 18- gil ( Seokgwan-dong )";" Sarcophagus Oil ";1979-01-30;NA
"245";" Closed ";" Seoul Metropolitan City Seodaemun-gu Namgajwa-dong 260-153 ";NA;" Samheung Petroleum ";1979-02-14;NA
"246";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1- ga 230-2 ";" Seoul Seongdong-gu Dule 7- gil 17-1 ( Seongsu-dong 1- ga )";" Donggwang Oil ";1979-03-17;NA
"247";" Closed ";" Seoul Metropolitan City Seongdong-gu Haengdang-dong 19-9 ";" Seoul Seongdong-gu Majoro 21 ( Haengdang-dong )";" Samwoo Oil ";1979-03-17;"20211130"
"248";" Closed ";" Seoul Metropolitan City Seongdong-gu 452 Geumho-dong 3- ga ";" Seoul Seongdong-gu Geumhosan 2- gil 15-1 ( Geumho-dong 3 -ga )";" golden wind Oil ";1979-03-17;NA
"249";" Closed ";" Seoul Metropolitan City Seongdong-gu Hawangsimni-dong 200 ";NA;" Youngjin Oil ";1979-03-17;"20030416"
"250";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 2- ga 278-37 ";" Seoul Seongdong-gu 25 Achasan- ro 13- gil ( Seongsu-dong 2- ga )";" Hansung Energy ";1979-03-17;"20150715"
"251";" Closed ";" Seoul Metropolitan City Gwangjin-gu Hwayang-dong 32-2 ";" Seoul Gwangjin-gu 48 Dongil-ro 28 - gil ( Hwayang-dong )";" Gangwon Petroleum ";1979-03-17;NA
"252";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 43-3 ";" Seoul Gwangjin-gu 10 Ttukseom-ro 23- gil ( Jayang-dong )";" Sampyo Petroleum ";1979-03-17;NA
